"Order","Level","Ref","Parent","Code","Parent","Description_NL","Unit","Description_unit_NL"
"2211479","5","701690700080","701690000080","7016 90 70","7016 90","-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211480","3","701700000080","700021000090","7017","70","Glaswerk voor laboratoria, voor apotheken of voor hygiënisch gebruik, ook indien voorzien van graad- of maataanwijzingen",,
"2211481","4","701710000080","701700000080","7017 10 00","7017","- van gesmolten kwarts of van ander gesmolten siliciumdioxide","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211482","4","701720000080","701700000080","7017 20 00","7017","- van ander glas met een lineaire uitzettingscoëfficiënt van niet meer dan 5 × 10–6 per Kelvin tussen 0 °C en 300 °C","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211483","4","701790000080","701700000080","7017 90 00","7017","- ander","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211484","3","701800000080","700021000090","7018","70","Glazen kralen, onechte parels, onechte edelstenen en dergelijk klein glaswerk, alsmede werken daarvan, andere dan fancybijouterieën; glazen ogen, andere dan prothesen; beeldjes en andere met de blaaslamp vervaardigde glazen ornamenten, andere dan fancybijouterieën; glazen microbolletjes met een diameter van niet meer dan 1 mm",,
"2211485","4","701810000080","701800000080","7018 10","7018","- glazen kralen, onechte parels, onechte edelstenen en dergelijk klein glaswerk",,
"2211486","5","701810110010","701810000080",,"7018 10","-- glazen kralen",,
"2211487","6","701810110080","701810110010","7018 10 11",,"--- geslepen en mechanisch gepolijst","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211488","6","701810190080","701810110010","7018 10 19",,"--- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211489","5","701810300080","701810000080","7018 10 30","7018 10","-- onechte parels","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211490","5","701810510010","701810000080",,"7018 10","-- onechte edelstenen",,
"2211491","6","701810510080","701810510010","7018 10 51",,"--- geslepen en mechanisch gepolijst","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211492","6","701810590080","701810510010","7018 10 59",,"--- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211493","5","701810900080","701810000080","7018 10 90","7018 10","-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211494","4","701820000080","701800000080","7018 20 00","7018","- glazen microbolletjes met een diameter van niet meer dan 1 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211495","4","701890000080","701800000080","7018 90","7018","- andere",,
"2211496","5","701890100080","701890000080","7018 90 10","7018 90","-- glazen ogen; voorwerpen van klein glaswerk","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211497","5","701890900080","701890000080","7018 90 90","7018 90","-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211498","3","701900000080","700021000090","7019","70","Glasvezels (glaswol daaronder begrepen) en werken daarvan (bijvoorbeeld garens, weefsels)",,
"2211499","4","701911000010","701900000080",,"7019","- lonten, rovings en garens, ook indien gesneden",,
"2211500","5","701911000080","701911000010","7019 11 00",,"-- garens versneden op een lengte van niet meer dan 50 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211501","5","701912000080","701911000010","7019 12 00",,"-- rovings","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211502","5","701919000080","701911000010","7019 19",,"-- andere",,
"2211503","6","701919100080","701919000080","7019 19 10","7019 19","--- van filamenten","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211504","6","701919900080","701919000080","7019 19 90","7019 19","--- van stapelvezels","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211505","4","701931000010","701900000080",,"7019","- vliezen, netten, matten, matrassen, platen en dergelijke niet-geweven producten",,
"2211506","5","701931000080","701931000010","7019 31 00",,"-- matten","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211507","5","701932000080","701931000010","7019 32 00",,"-- vliezen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211508","5","701939000080","701931000010","7019 39 00",,"-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211509","4","701940000080","701900000080","7019 40 00","7019","- weefsels van rovings","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211510","4","701951000010","701900000080",,"7019","- andere weefsels",,
"2211511","5","701951000080","701951000010","7019 51 00",,"-- met een breedte van niet meer dan 30 cm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211512","5","701952000080","701951000010","7019 52 00",,"-- met een breedte van meer dan 30 cm, met platbinding, met een gewicht van minder dan 250 g/m², van filamenten van niet meer dan 136 tex per enkelvoudig garen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211513","5","701959000080","701951000010","7019 59 00",,"-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211514","4","701990000080","701900000080","7019 90 00","7019","- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211515","3","702000000080","700021000090","7020 00","70","Ander glaswerk",,
"2211516","4","702000050080","702000000080","7020 00 05","7020 00","- reactorbuizen en -houders van kwarts, van de soort gebruikt in diffusie- en oxidatieovens voor de vervaardiging van halfgeleidermaterialen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211517","4","702000070010","702000000080",,"7020 00","- binnenflessen voor thermosflessen of voor andere isothermische bergingsmiddelen met vacuümisolatie",,
"2211518","5","702000070080","702000070010","7020 00 07",,"-- niet afgewerkt","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211519","5","702000080080","702000070010","7020 00 08",,"-- afgewerkt","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211520","4","702000100010","702000000080",,"7020 00","- andere",,
"2211521","5","702000100080","702000100010","7020 00 10",,"-- van gesmolten kwarts of van ander gesmolten siliciumdioxide","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211522","5","702000300080","702000100010","7020 00 30",,"-- van glas met een lineaire uitzettingscoëfficiënt van niet meer dan 5 × 10–6 per Kelvin tussen 0 °C en 300 °C","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211523","5","702000800080","702000100010","7020 00 80",,"-- ander","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211524","1","710011000090",,"XIV",,"AFDELING XIV - ECHTE EN GEKWEEKTE PARELS, EDELSTENEN EN HALFEDELSTENEN, EDELE METALEN EN METALEN GEPLATEERD MET EDELE METALEN, ALSMEDE WERKEN DAARVAN; FANCYBIJOUTERIEËN; MUNTEN",,
"2211525","2","710021000090","710011000090","71","XIV","HOOFDSTUK 71 - ECHTE EN GEKWEEKTE PARELS, EDELSTENEN EN HALFEDELSTENEN, EDELE METALEN EN METALEN GEPLATEERD MET EDELE METALEN, ALSMEDE WERKEN DAARVAN; FANCYBIJOUTERIEËN; MUNTEN",,
"2211526","3","710100000010","710021000090",,"71","I. ECHTE OF GEKWEEKTE PARELS, NATUURLIJKE EN ANDERE EDELSTENEN EN HALFEDELSTENEN",,
"2211527","3","710100000080","710021000090","7101","71","Echte of gekweekte parels, ook indien bewerkt of in stellen, doch niet aaneengeregen, gezet noch gevat; echte of gekweekte parels, tijdelijk aaneengeregen met het oog op het vervoer",,
"2211528","4","710110000080","710100000080","7101 10 00","7101","- echte parels","g","DE: Gramm; EN: Gram; FR: Gramme"
"2211529","4","710121000010","710100000080",,"7101","- gekweekte parels",,
"2211530","5","710121000080","710121000010","7101 21 00",,"-- onbewerkt","g","DE: Gramm; EN: Gram; FR: Gramme"
"2211531","5","710122000080","710121000010","7101 22 00",,"-- bewerkt","g","DE: Gramm; EN: Gram; FR: Gramme"
"2211532","3","710200000080","710021000090","7102","71","Diamant, ook indien bewerkt, doch niet gevat noch gezet",,
"2211533","4","710210000080","710200000080","7102 10 00","7102","- niet gesorteerd","c/k","DE: Anzahl Karat (1 metrisches Karat = 2 × 10-4 kg); EN: Carats (1 metric carat = 2 × 10-4 kg); FR: Nombre de carats (1 carat métrique = 2 × 10-4 kg)"
"2211534","4","710221000010","710200000080",,"7102","- industriediamant",,
"2211535","5","710221000080","710221000010","7102 21 00",,"-- onbewerkt of enkel gezaagd, gekloofd of ruw gesneden","c/k","DE: Anzahl Karat (1 metrisches Karat = 2 × 10-4 kg); EN: Carats (1 metric carat = 2 × 10-4 kg); FR: Nombre de carats (1 carat métrique = 2 × 10-4 kg)"
"2211536","5","710229000080","710221000010","7102 29 00",,"-- andere","c/k","DE: Anzahl Karat (1 metrisches Karat = 2 × 10-4 kg); EN: Carats (1 metric carat = 2 × 10-4 kg); FR: Nombre de carats (1 carat métrique = 2 × 10-4 kg)"
"2211537","4","710231000010","710200000080",,"7102","- andere diamant",,
"2211538","5","710231000080","710231000010","7102 31 00",,"-- onbewerkt of enkel gezaagd, gekloofd of ruw gesneden","c/k","DE: Anzahl Karat (1 metrisches Karat = 2 × 10-4 kg); EN: Carats (1 metric carat = 2 × 10-4 kg); FR: Nombre de carats (1 carat métrique = 2 × 10-4 kg)"
"2211539","5","710239000080","710231000010","7102 39 00",,"-- andere","c/k","DE: Anzahl Karat (1 metrisches Karat = 2 × 10-4 kg); EN: Carats (1 metric carat = 2 × 10-4 kg); FR: Nombre de carats (1 carat métrique = 2 × 10-4 kg)"
"2211540","3","710300000080","710021000090","7103","71","Natuurlijke edelstenen (halfedelstenen daaronder begrepen), andere dan diamant, ook indien bewerkt of in stellen, doch niet aaneengeregen, gevat noch gezet; natuurlijke edelstenen (halfedelstenen daaronder begrepen), andere dan diamant, niet in stellen, tijdelijk aaneengeregen met het oog op het vervoer",,
"2211541","4","710310000080","710300000080","7103 10 00","7103","- onbewerkt of enkel gezaagd of ruw bewerkt","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211542","4","710391000010","710300000080",,"7103","- op andere wijze bewerkt",,
"2211543","5","710391000080","710391000010","7103 91 00",,"-- robijnen, saffieren en smaragden","g","DE: Gramm; EN: Gram; FR: Gramme"
"2211544","5","710399000080","710391000010","7103 99 00",,"-- andere","g","DE: Gramm; EN: Gram; FR: Gramme"
"2211545","3","710400000080","710021000090","7104","71","Synthetische of gereconstrueerde edelstenen of halfedelstenen, ook indien bewerkt of in stellen, doch niet aaneengeregen, gevat noch gezet; synthetische of gereconstrueerde edelstenen of halfedelstenen, niet in stellen, tijdelijk aaneengeregen met het oog op vervoer",,
"2211546","4","710410000080","710400000080","7104 10 00","7104","- piëzo-elektrisch kwarts","g","DE: Gramm; EN: Gram; FR: Gramme"
"2211547","4","710420000080","710400000080","7104 20","7104","- andere, onbewerkt of enkel gezaagd of ruw bewerkt",,
"2211548","5","710420100080","710420000080","7104 20 10","7104 20","-- diamant","g","DE: Gramm; EN: Gram; FR: Gramme"
"2211549","5","710420900080","710420000080","7104 20 90","7104 20","-- andere","g","DE: Gramm; EN: Gram; FR: Gramme"
"2211550","4","710490000080","710400000080","7104 90","7104","- andere",,
"2211551","5","710490100080","710490000080","7104 90 10","7104 90","-- diamant","g","DE: Gramm; EN: Gram; FR: Gramme"
"2211552","5","710490900080","710490000080","7104 90 90","7104 90","-- andere","g","DE: Gramm; EN: Gram; FR: Gramme"
"2211553","3","710500000080","710021000090","7105","71","Poeder en stof, van natuurlijke of van synthetische edelstenen of halfedelstenen",,
"2211554","4","710510000080","710500000080","7105 10 00","7105","- van diamant","g","DE: Gramm; EN: Gram; FR: Gramme"
"2211555","4","710590000080","710500000080","7105 90 00","7105","- ander","g","DE: Gramm; EN: Gram; FR: Gramme"
"2211556","3","710600000010","710021000090",,"71","II. EDELE METALEN EN METALEN GEPLATEERD MET EDELE METALEN",,
"2211557","3","710600000080","710021000090","7106","71","Zilver (verguld zilver en geplatineerd zilver daaronder begrepen), onbewerkt, halfbewerkt of in poedervorm",,
"2211558","4","710610000080","710600000080","7106 10 00","7106","- poeder","g","DE: Gramm; EN: Gram; FR: Gramme"
"2211559","4","710691000010","710600000080",,"7106","- ander",,
"2211560","5","710691000080","710691000010","7106 91 00",,"-- onbewerkt","g","DE: Gramm; EN: Gram; FR: Gramme"
"2211561","5","710692000080","710691000010","7106 92 00",,"-- halfbewerkt","g","DE: Gramm; EN: Gram; FR: Gramme"
"2211562","3","710700000080","710021000090","7107 00 00","71","Onedele metalen geplateerd met zilver, onbewerkt of halfbewerkt","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2211563","3","710800000080","710021000090","7108","71","Goud (geplatineerd goud daaronder begrepen), onbewerkt, halfbewerkt of in poedervorm",,
"2211564","4","710811000010","710800000080",,"7108","- niet-monetair goud",,
"2211565","5","710811000080","710811000010","7108 11 00",,"-- poeder","g","DE: Gramm; EN: Gram; FR: Gramme"
"2211566","5","710812000080","710811000010","7108 12 00",,"-- in andere onbewerkte vorm","g","DE: Gramm; EN: Gram; FR: Gramme"
"2211567","5","710813000080","710811000010","7108 13",,"-- in andere halfbewerkte vorm",,
"2211568","6","710813100080","710813000080","7108 13 10","7108 13","--- staven, draad en profielen, massief; platen, bladen en strippen, met een dikte van meer dan 0,15 mm (de dikte van de drager niet meegerekend)","g","DE: Gramm; EN: Gram; FR: Gramme"
