"Order","Level","Ref","Parent","Code","Parent_code","Description","Description_EN","Unit","Description_unit_EN"
"2208661","5","440792000080","440791000010","4407 92 00",,"-- Of beech (Fagus spp.)","Beech ""Fagus spp."", sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208662","5","440793000080","440791000010","4407 93",,"-- Of maple (Acer spp.)","Maple ""Acer spp."", sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm",,
"2208663","6","440793100080","440793000080","4407 93 10","4407 93","--- Planed; end-jointed, whether or not planed or sanded","Maple ""Acer spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, planed, or end-jointed, whether or not planed or sanded","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208664","6","440793910010","440793000080",,"4407 93","--- Other",,,
"2208665","7","440793910080","440793910010","4407 93 91",,"---- Sanded","Maple ""Acer spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, sanded (excl. end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208666","7","440793990080","440793910010","4407 93 99",,"---- Other","Maple ""Acer spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. planed, sanded or end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208667","5","440794000080","440791000010","4407 94",,"-- Of cherry (Prunus spp.)","Cherry ""Prunus spp."", sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm",,
"2208668","6","440794100080","440794000080","4407 94 10","4407 94","--- Planed; end-jointed, whether or not planed or sanded","Cherry ""Prunus spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, planed, or end-jointed, whether or not planed or sanded","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208669","6","440794910010","440794000080",,"4407 94","--- Other",,,
"2208670","7","440794910080","440794910010","4407 94 91",,"---- Sanded","Cherry ""Prunus spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, sanded (excl. end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208671","7","440794990080","440794910010","4407 94 99",,"---- Other","Cherry ""Prunus spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. planed, sanded or end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208672","5","440795000080","440791000010","4407 95",,"-- Of ash (Fraxinus spp.)","Ash ""Fraxinus spp."", sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm",,
"2208673","6","440795100080","440795000080","4407 95 10","4407 95","--- Planed; end-jointed, whether or not planed or sanded","Ash ""Fraxinus spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, planed, or end-jointed, whether or not planed or sanded","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208674","6","440795910010","440795000080",,"4407 95","--- Other",,,
"2208675","7","440795910080","440795910010","4407 95 91",,"---- Sanded","Ash ""Fraxinus spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, sanded (excl. end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208676","7","440795990080","440795910010","4407 95 99",,"---- Other","Ash ""Fraxinus spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. planed, sanded or end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208677","5","440796000080","440791000010","4407 96",,"-- Of birch (Betula spp.)","Birch ""Betula spp."", sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm",,
"2208678","6","440796100080","440796000080","4407 96 10","4407 96","--- Planed; end-jointed, whether or not planed or sanded","Birch ""Betula spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, planed, or end-jointed, whether or not planed or sanded","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208679","6","440796910010","440796000080",,"4407 96","--- Other",,,
"2208680","7","440796910080","440796910010","4407 96 91",,"---- Sanded","Birch ""Betula spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, sanded (excl. end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208681","7","440796990080","440796910010","4407 96 99",,"---- Other","Birch ""Betula spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. planed, sanded or end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208682","5","440797000080","440791000010","4407 97",,"-- Of poplar and aspen (Populus spp.)","Poplar and aspen ""Populus spp."", sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm",,
"2208683","6","440797100080","440797000080","4407 97 10","4407 97","--- Planed; end-jointed, whether or not planed or sanded","Poplar and aspen ""Populus spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, planed, or end-jointed, whether or not planed or sanded","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208684","6","440797910010","440797000080",,"4407 97","--- Other",,,
"2208685","7","440797910080","440797910010","4407 97 91",,"---- Sanded","Poplar and aspen ""Populus spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, sanded (excl. end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208686","7","440797990080","440797910010","4407 97 99",,"---- Other","Poplar and aspen ""Populus spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. planed, sanded or end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208687","5","440799000080","440791000010","4407 99",,"-- Other","Wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm (excl. tropical wood, coniferous wood, oak ""Quercus spp."", beech ""Fagus spp."", maple ""Acer spp."", cherry ""Prunus spp."", ash ""Fraxinus spp."", birch ""Betula spp."", poplar and aspen ""Populus spp."")",,
"2208688","6","440799270080","440799000080","4407 99 27","4407 99","--- Planed; end-jointed, whether or not planed or sanded","Wood sawn or cut lengthwise, sliced or peeled, of a thickness of > 6 mm, planed, or end-jointed, whether or not planed or sanded (excl. tropical wood, coniferous wood, oak ""Quercus spp."", beech ""Fagus spp."", maple ""Acer spp."", cherry ""Prunus spp."", ash ""Fraxinus spp."", birch ""Betula spp."", poplar and aspen ""Populus spp."")","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208689","6","440799400010","440799000080",,"4407 99","--- Other",,,
"2208690","7","440799400080","440799400010","4407 99 40",,"---- Sanded","Wood sawn or cut lengthwise, sliced or peeled, sanded, of a thickness of > 6 mm (excl. end-jointed; tropical wood, coniferous wood, oak ""Quercus spp."", beech ""Fagus spp."", maple ""Acer spp."", cherry ""Prunus spp."", ash ""Fraxinus spp."", birch ""Betula spp."", poplar and aspen ""Populus spp."")","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208691","7","440799900080","440799400010","4407 99 90",,"---- Other","Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. planed, sanded or end-jointed; tropical wood, coniferous wood, oak ""Quercus spp."", beech ""Fagus spp."", maple ""Acer spp."", cherry ""Prunus spp."", ash ""Fraxinus spp."", birch ""Betula spp."", poplar and aspen ""Populus spp."")","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208692","3","440800000080","440021000090","4408","44","Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, spliced or end-jointed, of a thickness not exceeding 6 mm","Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, spliced or end-jointed, of a thickness of <= 6 mm",,
"2208693","4","440810000080","440800000080","4408 10","4408","- Coniferous","Sheets for veneering, incl. those obtained by slicing laminated wood, for coniferous plywood or for other similar laminated coniferous wood and other coniferous wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, spliced or end-jointed, of a thickness of <= 6 mm",,
"2208694","5","440810150080","440810000080","4408 10 15","4408 10","-- Planed; sanded; end-jointed, whether or not planed or sanded","Sheets for veneering, incl. those obtained by slicing laminated wood, for coniferous plywood or for other similar laminated coniferous wood and other coniferous wood, sawn lengthwise, sliced or peeled, of a thickness of <= 6 mm, planed, sanded or end-jointed","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208695","5","440810910010","440810000080",,"4408 10","-- Other",,,
"2208696","6","440810910080","440810910010","4408 10 91",,"--- Small boards for the manufacture of pencils","Small boards for the manufacture of pencils, of coniferous wood, of a thickness of <= 6 mm","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208697","6","440810980080","440810910010","4408 10 98",,"--- Other","Sheets for veneering, incl. those obtained by slicing laminated wood, for coniferous plywood or for other similar laminated coniferous wood and other coniferous wood, sawn lengthwise, sliced or peeled, whether or not spliced, of a thickness of <= 6 mm (excl. planed, sanded or end-jointed, and small boards for the manufacture of pencils)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208698","4","440831000010","440800000080",,"4408","- Of tropical wood",,,
"2208699","5","440831000080","440831000010","4408 31",,"-- Dark red meranti, light red meranti and meranti bakau","Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, spliced or end-jointed, of a thickness of <= 6 mm, of dark red meranti, light red meranti and meranti bakau",,
"2208700","6","440831110080","440831000080","4408 31 11","4408 31","--- End-jointed, whether or not planed or sanded","Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other similar laminated wood and other wood, sawn lengthwise, sliced or peeled, of a thickness of <= 6 mm, end-jointed, whether or not planed or sanded, of dark red meranti, light red meranti and meranti bakau","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208701","6","440831210010","440831000080",,"4408 31","--- Other",,,
"2208702","7","440831210080","440831210010","4408 31 21",,"---- Planed","Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other similar laminated wood and other wood, sawn lengthwise, sliced or peeled, of a thickness of <= 6 mm, planed, of dark red meranti, light red meranti and meranti bakau (excl. end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208703","7","440831250080","440831210010","4408 31 25",,"---- Sanded","Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other similar laminated wood and other wood, sawn lengthwise, sliced or peeled, of a thickness of <= 6 mm, sanded, of dark red meranti, light red meranti and meranti bakau (excl. end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208704","7","440831300080","440831210010","4408 31 30",,"---- Other","Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other similar laminated wood and other wood, sawn lengthwise, sliced or peeled, of a thickness of <= 6 mm, whether or not spliced, of dark red meranti, light red meranti and meranti bakau (excl. planed, sanded or end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208705","5","440839000080","440831000010","4408 39",,"-- Other","Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, spliced or end-jointed, of a thickness of <= 6 mm, of tropical wood (excl. dark red meranti, light red meranti and meranti bakau)",,
"2208706","6","440839150010","440839000080",,"4408 39","--- Acajou d'Afrique, limba, mahogany (Swietenia spp.), obeche, okoumé, palissandre de Para, palissandre de Rio, palissandre de Rose, sapelli, sipo, virola and white lauan",,,
"2208707","7","440839150080","440839150010","4408 39 15",,"---- Sanded; end-jointed, whether or not planed or sanded","Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other similar laminated wood and other wood, sawn lengthwise, sliced or peeled, of a thickness of <= 6 mm, sanded, or end-jointed, whether or not planed, of white lauan, sipo, limba, okoumé, obeche, acajou d'Afrique, sapelli, virola, mahogany ""Swietenia spp."", palissandre de Rio, palissandre de Para and palissandre de Rose","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208708","7","440839210010","440839150010",,,"---- Other",,,
"2208709","8","440839210080","440839210010","4408 39 21",,"----- Planed","Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other similar laminated wood and other wood, sawn lengthwise, sliced or peeled, of a thickness of <= 6 mm, planed, of white lauan, sipo, limba, okoumé, obeche, acajou d'Afrique, sapelli, virola, mahogany ""Swietenia spp."", palissandre de Rio, palissandre de Para and palissandre de Rose (excl. end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208710","8","440839300080","440839210010","4408 39 30",,"----- Other","Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not spliced, of a thickness of <= 6 mm, of white lauan, sipo, limba, okoumé, obeche, acajou d'Afrique, sapelli, virola, mahogany ""Swietenia spp."", palissandre de Rio, palissandre de Para and palissandre de Rose (excl. planed, sanded or end-jointed)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
"2208711","6","440839550010","440839000080",,"4408 39","--- Other",,,
"2208712","7","440839550080","440839550010","4408 39 55",,"---- Planed; sanded; end-jointed, whether or not planed or sanded","Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other similar laminated wood and other wood, sawn lengthwise, sliced or peeled, of a thickness of <= 6 mm, planed, sanded or end-jointed, of tropical wood (excl. white lauan, sipo, limba, okoumé, obeche, acajou d'Afrique, sapelli, virola, mahogany ""Swietenia spp."", palissandre de Rio, palissandre de Para and palissandre de Rose)","m3","DE: Kubikmeter; EN: Cubic metre; FR: Mètre cube"
